,AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,HHOUSES07,NETWORTH07,Risky2007,Risky2009,Safe2007,Safe2009,RiskTol2007,RiskTol2009,RiskTolChange
12743,60,4,1,0,2,45793.981128,2,2,3,1,593501.01241,100452.97191,65000,3210.35271066,4370,0.9690309690297143,0.9370044687905434,-0.03202650023917086
12744,60,4,1,0,2,45793.981128,2,2,3,1,586251.82887,100452.97191,65000,3210.35271066,4370,0.9690309690297143,0.9370044687905434,-0.03202650023917086
12750,62,4,1,0,2,17433662.118,3,3,1,1,163569541.8,32952717.1786,24750000,10272093.07643,5211000,0.7623565490322851,0.8260738960648843,0.06371734703259924
12751,62,4,1,0,2,16943773.017,3,3,1,1,169096526.45,24067289.353499997,29630000,9784326.583905,5340000,0.710964268234722,0.8472976837289105,0.13633341549418843
12752,62,4,1,0,2,9190745.5147,3,3,1,1,173633479.75,42884098.627900004,30410000,10185102.87389,5293000,0.8080788369588252,0.8517491527322634,0.04367031577343816
12753,62,4,1,0,2,10777560.21,3,3,1,1,147711435.01,28220035.924200002,38770000,10317659.37295,5323000,0.732270980571248,0.8792778899144988,0.1470069093432509
12754,62,4,1,0,2,14409129.411,3,3,1,1,139080764.21,10252416.721099999,32030000,13608788.700199999,5181000,0.4296688511783254,0.8607669775066512,0.43109812632832584
12765,62,4,1,0,2,2502694.3174,2,3,4,1,48295096.342,13669888.9615,12000000,539546.3749186001,935500,0.9620290066322515,0.9276796412972054,-0.03434936533504618
12766,62,4,1,0,2,4590047.8758,2,3,4,1,48296131.94,13669888.9615,12000000,539546.3749186001,935500,0.9620290066322515,0.9276796412972054,-0.03434936533504618
12767,62,4,1,0,2,2971283.8918,2,3,4,1,48296131.94,13669888.9615,12000000,539546.3749186001,935500,0.9620290066322515,0.9276796412972054,-0.03434936533504618
12768,62,4,1,0,2,3280127.0203,2,3,4,1,48296131.94,13669888.9615,12000000,539546.3749186001,935500,0.9620290066322515,0.9276796412972054,-0.03434936533504618
12769,62,4,1,0,2,1874358.2973,2,3,4,1,48296131.94,13669888.9615,12000000,539546.3749186001,935500,0.9620290066322515,0.9276796412972054,-0.03434936533504618
12775,78,4,2,0,3,1299271.0925,2,3,5,1,44381572.828,39352710.647,28000000,453591.77008,5145000,0.9886050262763071,0.8447729672650475,-0.14383205901125962
12776,78,4,2,0,3,1299271.0925,2,3,5,1,44381572.828,39352710.647,28000000,453591.77008,5145000,0.9886050262763071,0.8447729672650475,-0.14383205901125962
12777,78,4,2,0,3,1299271.0925,2,3,5,1,44381572.828,39352710.647,28000000,453591.77008,5145000,0.9886050262763071,0.8447729672650475,-0.14383205901125962
12778,78,4,2,0,3,1299271.0925,2,3,5,1,44381572.828,39352710.647,28000000,453591.77008,5145000,0.9886050262763071,0.8447729672650475,-0.14383205901125962
12779,78,4,2,0,3,1299271.0925,2,3,5,1,44381572.828,39352710.647,28000000,453591.77008,5145000,0.9886050262763071,0.8447729672650475,-0.14383205901125962
12780,31,4,1,4,1,133122.03816,4,3,5,1,327973.77531,103559.76486,0,33656.9235793,20100,0.7547169811331755,0.0,-0.7547169811331755
12781,31,4,1,4,1,133122.03816,4,3,5,1,328077.33508,103559.76486,0,33656.9235793,20100,0.7547169811331755,0.0,-0.7547169811331755
12782,31,4,1,4,1,133122.03816,4,3,5,1,328077.33508,103559.76486,0,33656.9235793,20100,0.7547169811331755,0.0,-0.7547169811331755
12783,31,4,1,4,1,133122.03816,4,3,5,1,327973.77531,103559.76486,0,33656.9235793,20100,0.7547169811331755,0.0,-0.7547169811331755
12784,31,4,1,4,1,133122.03816,4,3,5,1,327973.77531,103559.76486,0,33656.9235793,20100,0.7547169811331755,0.0,-0.7547169811331755
12785,71,4,1,2,3,184240.90082,3,3,2,1,4451827.1718,25889.941215,0,85954.604834,145000,0.23148148148106754,0.0,-0.23148148148106754
12786,71,4,1,2,3,184240.90082,3,3,2,1,4451827.1718,25889.941215,0,85954.604834,145000,0.23148148148106754,0.0,-0.23148148148106754
12787,71,4,1,2,3,184240.90082,3,3,2,1,4451827.1718,25889.941215,0,85954.604834,145000,0.23148148148106754,0.0,-0.23148148148106754
12788,71,4,1,2,3,184240.90082,3,3,2,1,4451827.1718,25889.941215,0,85954.604834,145000,0.23148148148106754,0.0,-0.23148148148106754
12789,71,4,1,2,3,184240.90082,3,3,2,1,4451827.1718,25889.941215,0,85954.604834,145000,0.23148148148106754,0.0,-0.23148148148106754
12790,62,4,1,0,3,80938.199202,3,3,4,1,3402663.194,983817.76617,850000,94964.304376,150000,0.9119708169343822,0.85,-0.06197081693438222
12791,62,4,1,0,3,80938.199202,3,3,4,1,3402663.194,983817.76617,850000,94964.304376,149000,0.9119708169343822,0.8508508508508509,-0.06111996608353132
12792,62,4,1,0,3,79873.222897,3,3,4,1,3403698.7916,983817.76617,850000,94964.304376,150000,0.9119708169343822,0.85,-0.06197081693438222
12793,62,4,1,0,3,80938.199202,3,3,4,1,3402663.194,983817.76617,850000,94964.304376,150000,0.9119708169343822,0.85,-0.06197081693438222
12794,62,4,1,0,3,80938.199202,3,3,4,1,3403698.7916,983817.76617,850000,94964.304376,149000,0.9119708169343822,0.8508508508508509,-0.06111996608353132
12805,50,3,1,2,1,3152329.8637,3,3,1,1,48259886.022,26252400.3917,14600000,215404.31091,5159000,0.9918616480161364,0.7389037906776659,-0.25295785733847054
12806,50,3,1,2,1,4142757.8276,3,3,1,1,55950234.161,32321002.612800002,14110000,128414.10843,6217000,0.9960426373905826,0.6941506370836819,-0.3018920003069008
12807,50,3,1,2,1,2971283.8918,3,3,1,1,50398395.167,28996734.1611,14190000,262006.20509,6063000,0.9910451987402451,0.7006369426751592,-0.2904082560650859
12808,50,3,1,2,1,2726339.3416,3,3,1,1,58360069.889,35365659.699300006,14090000,224724.68975,6140000,0.9936858032413064,0.6964903608502224,-0.297195442391084
12809,50,3,1,2,1,3727417.0685,3,3,1,1,52376386.675,29255633.5728,13900000,202977.13912,5942000,0.9931097518106016,0.7005342203406915,-0.2925755314699101
12810,45,4,1,2,2,484564.21891,2,3,2,1,1982133.8994,440129.00065,180000,280646.96276,1285000,0.610632183914325,0.12286689419795221,-0.48776528971637284
12811,45,4,1,2,2,484564.21891,2,3,2,1,2095014.0431,440129.00065,180000,393527.10646000004,1227600,0.5279503105612414,0.1278772378516624,-0.40007307270957904
12812,45,4,1,2,2,484564.21891,2,3,2,1,2111583.6055,440129.00065,180000,410096.66884,1238000,0.5176613885511212,0.12693935119887165,-0.39072203735224953
12813,45,4,1,2,2,484564.21891,2,3,2,1,2109512.4102,440129.00065,180000,408025.47354000004,1364000,0.5189255189278223,0.11658031088082901,-0.40234520804699336
12814,45,4,1,2,2,484564.21891,2,3,2,1,2111583.6055,440129.00065,180000,410096.66884,1280000,0.5176613885511212,0.1232876712328767,-0.3943737173182445
12820,55,4,1,0,1,77743.270286,2,3,4,1,263248.92227,46601.894187,0,8595.4604833,28300,0.8442776735471899,0.0,-0.8442776735471899
12821,55,4,1,0,1,77743.270286,2,3,4,1,263145.36251,46601.894187,0,8595.4604833,28300,0.8442776735471899,0.0,-0.8442776735471899
12822,55,4,1,0,1,77743.270286,2,3,4,1,263248.92227,46601.894187,0,8595.4604833,28300,0.8442776735471899,0.0,-0.8442776735471899
12823,55,4,1,0,1,78808.246592,2,3,4,1,263248.92227,46601.894187,0,8595.4604833,28300,0.8442776735471899,0.0,-0.8442776735471899
12824,55,4,1,0,1,78808.246592,2,3,4,1,263248.92227,46601.894187,0,8595.4604833,28300,0.8442776735471899,0.0,-0.8442776735471899
12825,76,4,1,1,2,851427.25656,3,3,5,1,13092025.474,507442.84781,360000,181229.588506,210000,0.7368421052605594,0.631578947368421,-0.10526315789213836
12826,76,4,1,1,2,851065.16461,3,3,5,1,30976796.865,507442.84781,331000,181229.588506,210000,0.7368421052605594,0.6118299445471349,-0.12501216071342447
12827,76,4,1,1,2,852279.2376,3,3,5,1,29455503.919,507442.84781,371000,181229.588506,210000,0.7368421052605594,0.6385542168674698,-0.09828788839308955
12828,76,4,1,1,2,852140.79068,3,3,5,1,15423155.781,507442.84781,411000,181229.588506,210000,0.7368421052605594,0.6618357487922706,-0.07500635646828879
12829,76,4,1,1,2,851214.26129,3,3,5,1,13631571.848,507442.84781,284000,181229.588506,210000,0.7368421052605594,0.5748987854251012,-0.16194331983545818
12830,89,2,2,1,3,20234.549801,4,3,4,1,597353.43566,60064.663619,111000,112880.14369699999,583000,0.347305389223115,0.15994236311239193,-0.18736302611072306
12831,89,2,2,1,3,50053.886349,4,3,4,1,664667.28282,90096.995428,120000,112880.14369699999,598000,0.44387755102073495,0.1671309192200557,-0.27674663180067927
12832,89,2,2,1,3,19169.573495,4,3,4,1,1089262.3187,533332.78903,170000,112880.14369699999,578000,0.825320512821294,0.22727272727272727,-0.5980477855485667
12833,89,2,2,1,3,39404.123296,4,3,4,1,571981.29327,38317.112998,219000,112880.14369699999,580000,0.25342465753392945,0.27409261576971217,0.020667958235782713
12834,89,2,2,1,3,62833.602012,4,3,4,1,720900.23514,190549.96734,146000,112880.14369699999,683000,0.6279863481207524,0.17611580217129072,-0.45187054594946163
12835,59,4,1,0,1,51118.862654,4,3,5,1,1442794.644,15533.964729,0,828.47811888,6000,0.9493670886075949,0.0,-0.9493670886075949
12836,59,4,1,0,1,50053.886349,4,3,5,1,1451286.5447,14498.36708,0,828.47811888,6000,0.9459459459445352,0.0,-0.9459459459445352
12837,59,4,1,0,1,51118.862654,4,3,5,1,1442794.644,14498.36708,0,828.47811888,6000,0.9459459459445352,0.0,-0.9459459459445352
12838,59,4,1,0,1,51118.862654,4,3,5,1,1443726.6819,15533.964729,0,828.47811888,6000,0.9493670886075949,0.0,-0.9493670886075949
12839,59,4,1,0,1,50053.886349,4,3,5,1,1442794.644,14498.36708,0,828.47811888,6000,0.9459459459445352,0.0,-0.9459459459445352
12855,47,4,1,2,2,6858447.4061,2,3,2,1,109106011.63,7473908.229884,1501000,149643.86022,15480,0.9803708483327279,0.9897921502426672,0.009421301909939284
12856,47,4,1,2,2,2886085.7873,2,3,2,1,87072636.055,701099.6080979999,106000,51676.322665,15200,0.9313523180627975,0.8745874587458746,-0.05676485931692288
12857,47,4,1,2,2,4877591.4782,2,3,2,1,45615901.666,7309248.203776,242000,48465.969954,21100,0.9934129039522841,0.919802356518434,-0.0736105474338501
12858,47,4,1,2,2,2673090.5263,2,3,2,1,35803924.624,857474.85304,171000,45669.856303,15560,0.9494324045409922,0.9165951972555746,-0.03283720728541761
12859,47,4,1,2,2,4068209.4862,2,3,2,1,197391953.89,7190154.474233001,124000,40077.629001,19800,0.9944569374220955,0.8623087621696801,-0.1321481752524154
12865,82,4,1,0,1,1320570.6186,3,3,3,1,61741192.652,51044608.099700004,12000000,1967.6355323,860500,0.9999614541131514,0.9330896932467634,-0.06687176086638802
12866,82,4,1,0,1,1204488.2013,3,3,3,1,25142239.713,22493180.9279,12000000,8284.7811888,700500,0.9996318114874866,0.9448446911538916,-0.05478712033359501
12867,82,4,1,0,1,1094795.6418,3,3,3,1,22116223.383,10863419.3337,12000000,38317.112998,538500,0.9964852284601317,0.9570522789807393,-0.039432949479392354
12868,82,4,1,0,1,864760.7599,3,3,3,1,74368338.341,65076956.2377,12000000,53851.077727,860500,0.9991731857787944,0.9330896932467634,-0.06608349253203105
12869,82,4,1,0,1,1385534.1732,3,3,3,1,15216761.169,5747566.9497,12000000,4867.3089484,387500,0.9991538696959321,0.9687184661957619,-0.030435403500170266
12900,46,4,1,0,1,170396.20885,2,3,4,1,601340.48661,21747.550621,0,22783.148269,9000,0.4883720930300449,0.0,-0.4883720930300449
12901,46,4,1,0,1,152291.61166,2,3,4,1,613767.65839,21747.550621,0,22783.148269,9000,0.4883720930300449,0.0,-0.4883720930300449
12902,46,4,1,0,1,166136.30363,2,3,4,1,598233.69366,21747.550621,0,22783.148269,9000,0.4883720930300449,0.0,-0.4883720930300449
12903,46,4,1,0,1,149096.68274,2,3,4,1,610660.86545,21747.550621,0,22783.148269,9000,0.4883720930300449,0.0,-0.4883720930300449
12904,46,4,1,0,1,157616.49318,2,3,4,1,600304.88896,21747.550621,0,22783.148269,9000,0.4883720930300449,0.0,-0.4883720930300449
12910,54,4,2,2,1,109692.55945,3,3,5,1,1018406.7276,7249.1835402,4000,106770.1175698,57000,0.0635785649414423,0.06557377049180328,0.001995205550360979
12911,54,4,2,2,1,109692.55945,3,3,5,1,1068840.3331,5799.3468321,4000,106770.1175698,57000,0.051517939282316745,0.06557377049180328,0.014055831209486537
12912,54,4,2,2,1,108627.58314,3,3,5,1,1140710.8099,5281.5480078,4000,107805.7152188,57000,0.046703296702980894,0.06557377049180328,0.018870473788822388
12913,54,4,2,2,1,108627.58314,3,3,5,1,1094833.8341,4660.1894187,4000,106770.1175698,57000,0.041821561338612735,0.06557377049180328,0.023752209153190547
12914,54,4,2,2,1,108627.58314,3,3,5,1,987131.67864,9113.2593076,4000,107805.7152188,57000,0.07794508414493705,0.06557377049180328,-0.012371313653133764
12945,24,3,1,1,1,53248.815265,3,3,2,0,-13618.10908,155.33964729,0,9423.9386023,4000,0.0162162162161485,0.0,-0.0162162162161485
12946,24,3,1,1,1,54313.79157,3,3,2,0,-13618.10908,155.33964729,0,9423.9386023,4000,0.0162162162161485,0.0,-0.0162162162161485
12947,24,3,1,1,1,54313.79157,3,3,2,0,-15482.18485,155.33964729,0,9631.058132,4000,0.015873015872983433,0.0,-0.015873015872983433
12948,24,3,1,1,1,53248.815265,3,3,2,0,-13618.10908,155.33964729,0,9423.9386022,4000,0.016216216216317785,0.0,-0.016216216216317785
12949,24,3,1,1,1,54313.79157,3,3,2,0,-15803.22012,155.33964729,0,9320.3788374,4000,0.016393442622950817,0.0,-0.016393442622950817
12955,50,4,1,0,1,1405768.723,3,3,5,1,24229878.184,15710016.32919,8000000,1203364.467644,30000,0.9288513348041418,0.9962640099626401,0.06741267515849825
12956,50,4,1,0,1,1405768.723,3,3,5,1,27995311.234,15710016.32919,8000000,1203364.467644,30000,0.9288513348041418,0.9962640099626401,0.06741267515849825
12957,50,4,1,0,1,1405768.723,3,3,5,1,24402822.992,15710016.32919,8000000,1203364.467644,30000,0.9288513348041418,0.9962640099626401,0.06741267515849825
12958,50,4,1,0,1,1405768.723,3,3,5,1,23896415.741,15710016.32919,8000000,1203364.467644,30000,0.9288513348041418,0.9962640099626401,0.06741267515849825
12959,50,4,1,0,1,1405768.723,3,3,5,1,23960622.796,15710016.32919,8000000,1203364.467644,30000,0.9288513348041418,0.9962640099626401,0.06741267515849825
12960,59,4,1,0,2,0.0,1,1,3,1,50145191.541,280646.96277,0,151197.256696,51000,0.649880095922173,0.0,-0.649880095922173
12961,59,4,1,0,2,0.0,1,1,3,1,60624404.148,273397.77923,0,153268.45198800002,51000,0.6407766990359981,0.0,-0.6407766990359981
12962,59,4,1,0,2,0.0,1,1,3,1,56656822.436,244401.04507,0,149126.061401,50000,0.6210526315752293,0.0,-0.6210526315752293
12963,59,4,1,0,2,0.0,1,1,3,1,53121499.184,255792.6192,0,153268.451996,50000,0.6253164556874637,0.0,-0.6253164556874637
12964,59,4,1,0,2,0.0,1,1,3,1,55858583.769,262006.20509,0,161553.233176,44000,0.6185819070934201,0.0,-0.6185819070934201
12970,74,4,1,0,3,307458.65934,3,3,2,1,3568669.4971,1087377.53103,1800000,422523.84063,687000,0.7201646090529256,0.7237635705669482,0.003598961514022614
12971,74,4,1,0,3,310653.58825,3,3,2,1,3568669.4971,1087377.53103,1800000,422523.84063,687000,0.7201646090529256,0.7237635705669482,0.003598961514022614
12972,74,4,1,0,3,307458.65934,3,3,2,1,3568669.4971,1087377.53103,1800000,422523.84063,687000,0.7201646090529256,0.7237635705669482,0.003598961514022614
12973,74,4,1,0,3,307458.65934,3,3,2,1,3568669.4971,1087377.53103,1800000,422523.84063,687000,0.7201646090529256,0.7237635705669482,0.003598961514022614
12974,74,4,1,0,3,306393.68303,3,3,2,1,3568669.4971,1087377.53103,1800000,422523.84063,687000,0.7201646090529256,0.7237635705669482,0.003598961514022614
12975,45,4,1,3,1,480304.31369,3,3,3,1,2733459.9935,497086.87132000003,350000,45048.4977136,38000,0.9169054441256939,0.9020618556701031,-0.01484358845559075
12976,45,4,1,3,1,481369.28999,3,3,3,1,2160981.6133,367637.165256,350000,100142.2926185,38000,0.7859198583162943,0.9020618556701031,0.11614199735380881
12977,45,4,1,3,1,481369.28999,3,3,3,1,2378767.7988,353138.798167,350000,217475.50620499998,38000,0.61887477313709,0.9020618556701031,0.28318708253301306
12978,45,4,1,3,1,482434.2663,3,3,3,1,1503894.9053,50744.284780999995,350000,180401.1103834,38000,0.21953405018044422,0.9020618556701031,0.6825278054896589
12979,45,4,1,3,1,482434.2663,3,3,3,1,1859933.3769,296180.927496,350000,131520.901372,38000,0.6924939467289704,0.9020618556701031,0.20956790894113275
12995,50,4,1,2,1,656025.40406,2,3,2,1,4321548.9876,919610.71195,1000000,147054.866103,1400000,0.8621359223277635,0.4166666666666667,-0.4454692556610968
12996,50,4,1,2,1,665610.19081,2,3,2,1,3968410.1894,688672.43632,1000000,147054.866103,1400000,0.8240396530343713,0.4166666666666667,-0.40737298636770464
12997,50,4,1,2,1,669870.09603,2,3,2,1,4201419.6604,804659.3729600001,1000000,147054.866103,1400000,0.8454842219784572,0.4166666666666667,-0.4288175553117905
12998,50,4,1,2,1,656025.40406,2,3,2,1,4278053.8863,951714.2390599999,1000000,147054.866103,1400000,0.8661639962281386,0.4166666666666667,-0.44949732956147187
12999,50,4,1,2,1,653895.45145,2,3,2,1,4256306.3357,888542.78249,1000000,147054.866103,1400000,0.857999999997302,0.4166666666666667,-0.44133333333063535
13005,64,2,1,0,3,335467.53617,3,3,5,1,1858794.2195,78705.421293,0,239430.17635099997,69100,0.24739583333605103,0.0,-0.24739583333605103
13006,64,2,1,0,3,335467.53617,3,3,5,1,1880541.7701,101488.56956,0,239430.17635099997,69100,0.29769137302439375,0.0,-0.29769137302439375
13007,64,2,1,0,3,334402.55986,3,3,5,1,1874328.1842,95274.983671,0,239430.17635099997,69100,0.2846534653506317,0.0,-0.2846534653506317
13008,64,2,1,0,3,335467.53617,3,3,5,1,1859726.2573,79741.018942,0,239326.61658600002,69100,0.24991885751760073,0.0,-0.24991885751760073
13009,64,2,1,0,3,335467.53617,3,3,5,1,1878367.015,99417.374265,0,239326.61658600002,69100,0.29348822990259255,0.0,-0.29348822990259255
13010,44,4,1,3,2,0.0,3,1,4,1,6656821.6852,616180.60091,60000,145501.4696273,470000,0.8089734874228279,0.11320754716981132,-0.6957659402530166
13011,44,4,1,3,2,0.0,3,1,4,1,6042712.2796,616180.60091,60000,145501.4696273,470000,0.8089734874228279,0.11320754716981132,-0.6957659402530166
13012,44,4,1,3,2,0.0,3,1,4,1,7997920.6401,616180.60091,60000,145501.4696273,470000,0.8089734874228279,0.11320754716981132,-0.6957659402530166
13013,44,4,1,3,2,0.0,3,1,4,1,8347952.6453,616180.60091,60000,145501.4696273,470000,0.8089734874228279,0.11320754716981132,-0.6957659402530166
13014,44,4,1,3,2,0.0,3,1,4,1,7704846.5056,616180.60091,60000,145501.4696273,470000,0.8089734874228279,0.11320754716981132,-0.6957659402530166
13015,42,4,1,2,1,91587.962255,3,3,4,1,332841.08426,15533.964729,47000,33553.3638146,42800,0.3164556962027895,0.5233853006681515,0.20692960446536196
13016,42,4,1,2,1,105432.65422,3,3,4,1,648180.56826,19676.355323,47000,19572.7955583,42800,0.5013192612117036,0.5233853006681515,0.022066039456447917
13017,42,4,1,2,1,103302.70161,3,3,4,1,415999.57544,16569.562378,47000,20401.273677600002,42800,0.44817927171247174,0.5233853006681515,0.07520602895567974
13018,42,4,1,2,1,90522.98595,3,3,4,1,288413.94513,16569.562378,47000,18122.9588505,42800,0.47761194030453047,0.5233853006681515,0.04577336036362101
13019,42,4,1,2,1,94782.891171,3,3,4,1,306433.34422,15533.964729,47000,31999.9673417,42700,0.32679738562119004,0.5239687848383501,0.19717139921716004
13020,64,4,1,0,1,15868146.949,2,3,1,1,177637100.26,295145.32985,5500000,4136177.00849,307000,0.06660434681006826,0.9471327707938695,0.8805284239838013
13021,64,4,1,0,1,15868146.949,2,3,1,1,171636847.49,312750.48988,4933000,4410610.3854,311000,0.06621354966053916,0.9406941266209001,0.874480576960361
13022,64,4,1,0,1,15868146.949,2,3,1,1,173236845.85,338640.43109,5425000,4295659.04642,305000,0.07307262569745512,0.9467713787085514,0.8736987530110963
13023,64,4,1,0,1,15868146.949,2,3,1,1,179931984.65,277540.16982,5801000,4591839.973859999,302000,0.056997022543048156,0.9505161396034737,0.8935191170604255
13024,64,4,1,0,1,15868146.949,2,3,1,1,161323330.5,279611.36512,5291000,4496564.99019,313000,0.05854293148307578,0.9441470378301213,0.8856041063470456
13040,48,3,2,0,2,322687.8205,3,2,3,1,6839086.8713,2796113.6512,400000,1087377.531,300000,0.72000000000412,0.5714285714285714,-0.14857142857554861
13041,48,3,2,0,2,322687.8205,3,2,3,1,6838051.2737,2796113.6512,400000,1087377.531,300000,0.72000000000412,0.5714285714285714,-0.14857142857554861
13042,48,3,2,0,2,322687.8205,3,2,3,1,6838051.2737,2796113.6512,400000,1087377.531,300000,0.72000000000412,0.5714285714285714,-0.14857142857554861
13043,48,3,2,0,2,322687.8205,3,2,3,1,6838051.2737,2796113.6512,400000,1087377.531,300000,0.72000000000412,0.5714285714285714,-0.14857142857554861
13044,48,3,2,0,2,322687.8205,3,2,3,1,6838051.2737,2796113.6512,400000,1087377.531,300000,0.72000000000412,0.5714285714285714,-0.14857142857554861
13050,49,4,1,2,2,333337.58356,2,3,2,1,4314299.804,41423.905944,35000,253721.423903,110000,0.1403508771948846,0.2413793103448276,0.101028433149943
13051,49,4,1,2,2,333337.58356,2,3,2,1,4308086.2182,41423.905944,35000,252685.826253,110000,0.14084507042512118,0.2413793103448276,0.10053423991970642
13052,49,4,1,2,2,333337.58356,2,3,2,1,4318649.3142,41423.905944,35000,253721.423903,110000,0.1403508771948846,0.2413793103448276,0.101028433149943
13053,49,4,1,2,2,333337.58356,2,3,2,1,4317095.9177,41423.905944,35000,252685.826253,110000,0.14084507042512118,0.2413793103448276,0.10053423991970642
13054,49,4,1,2,2,333337.58356,2,3,2,1,4316163.8798,41423.905944,35000,252685.826253,110000,0.14084507042512118,0.2413793103448276,0.10053423991970642
13065,53,4,1,2,2,99042.796392,2,3,4,1,2941615.1208,81812.214239,10000,78187.6224693,5800,0.5113268608402023,0.6329113924050633,0.12158453156486104
13066,53,4,1,2,2,100107.7727,2,3,4,1,2733459.9935,81812.214239,10000,78187.6224693,5700,0.5113268608402023,0.6369426751592356,0.12561581431903335
13067,53,4,1,2,2,99042.796392,2,3,4,1,2771777.1065,81812.214239,10000,78187.6224693,5500,0.5113268608402023,0.6451612903225806,0.13383442948237834
13068,53,4,1,2,2,99042.796392,2,3,4,1,3078314.0105,81812.214239,10000,78187.6224693,5600,0.5113268608402023,0.6410256410256411,0.1296987801854388
13069,53,4,1,2,2,99042.796392,2,3,4,1,2867052.0901,81812.214239,10000,78187.6224693,5900,0.5113268608402023,0.6289308176100629,0.11760395676986057
13070,32,2,1,1,1,31949.289159,3,3,3,0,67313.847159,42459.503592,18000,5177.988243,1750,0.8913043478247179,0.9113924050632911,0.02008805723857321
13071,32,2,1,1,1,36209.19438,3,3,3,0,62446.53821,41423.905944,18000,4556.6296538,1750,0.9009009009016846,0.9113924050632911,0.01049150416160649
13072,32,2,1,1,1,31949.289159,3,3,3,0,62860.77727,38317.112998,18000,5902.906597,1750,0.8665105386414743,0.9113924050632911,0.044881866421816796
